Plant_ID,Nameplaete,Technology,Latitude,Longitude,State,Year
2485,,Other,42.291275,-73.986452,NY,2001
2487,,Other,42.3435,-73.8353,NY,2001
2491,,Other,40.779818799999994,-73.9057003,NY,2001
2493,,Other,40.7281,-73.9742,NY,2001
2494,,Other,40.6635,-74.0051,NY,2001
2496,,Other,40.7052,-73.9807,NY,2001
2500,,Other,40.759167,-73.946111,NY,2001
2502,,Other,40.7374844,-73.97382359999999,NY,2001
2503,,Other,40.771285,-73.99115,NY,2001
2504,,Other,40.768,-73.9515,NY,2001
2512,,Other,40.961706,-72.210277,NY,2001
2514,,Other,40.827149,-73.647473,NY,2001
2515,,Other,41.0425,-71.957778,NY,2001
2516,,Other,40.923565,-73.342323,NY,2001
2517,,Other,40.949696,-73.078507,NY,2001
2518,,Other,40.96159,-72.864976,NY,2001
2519,,Other,40.899997,-72.381977,NY,2001
2520,,Other,41.1059,-72.3761,NY,2001
2521,,Other,40.695485,-73.348573,NY,2001
2528,,Other,43.9719,-74.1861,NY,2001
2539,,Other,42.594196000000004,-73.763752,NY,2001
2594,,Other,43.4586,-76.5319,NY,2001
2640,,Other,43.162437,-77.61953000000001,NY,2001
2678,,Other,40.6561,-73.5922,NY,2001
2679,,Other,40.6447,-73.5683,NY,2001
2681,,Other,41.101110999999996,-72.371944,NY,2001
2695,,Other,40.6331,-73.6375,NY,2001
2707,,Other,34.9833,-79.8775,NC,2001
2708,,Other,35.595,-79.0495,NC,2001
2709,,Other,35.379866,-78.087795,NC,2001
2711,,Other,34.745765000000006,-76.810259,NC,2001
2712,,Other,36.4833,-79.0731,NC,2001
2713,,Other,34.283056,-77.98527800000001,NC,2001
2716,,Other,34.587538,-78.97551999999999,NC,2001
2720,,Other,35.7133,-80.3767,NC,2001
